Latitude,Longitude,Year ,Month,Day,Day_Name,Display_Date,Day/Route,Alt_Route,City,Waypoint,Type,Observed,Text,NN Notes,Editorial
51.5071586,-0.1321056,1849,12,16,Sunday,"December 16, 1849",26,,London,"Adelphi Theatre, Strand",w,,"""a lonely dinner at the Adephi""",,
51.5071586,-0.1263017,1849,12,16,Sunday,"December 16, 1849",26,,London,25 Craven St,w,,"""have just returned""",,
51.5071586,-0.1321056,1849,12,16,Sunday,"December 16, 1849",26,,London,4 Trafalgar Sq,w,,"""In an hour's time [7:30] Im ust go to Morley's & call upon Stevens & Davis",,
51.5071586,-0.1263017,1849,12,16,Sunday,"December 16, 1849",26,,London,25 Craven St,w,,,,
51.5071586,-0.1263017,1849,12,17,Monday,"December 17, 1849",27,,London,25 Craven St,w,,,,
,,1849,12,17,Monday,"December 17, 1849",27,,London,Coffee shop,w,,"""Took my breakfast as usual at the old place""",,
51.5083384,-0.0571217,1849,12,17,Monday,"December 17, 1849",27,,London,London Docks,w,,"""& walked down to the London Dock""",,
,,1849,12,17,Monday,"December 17, 1849",27,,London,Omnibus ride,,,"""toolk a buss""",,
51.5117856,-0.1427013,1849,12,17,Monday,"December 17, 1849",27,,London,8 New Burlington St,w,,"""rode to Mr Bentley's according to appointment at 1 o'clock""",,
51.5079615,-0.1432916,1849,12,17,Monday,"December 17, 1849",27,,London,50 Albemarle St,w,,"""from thence went to Mr Murray's",,
51.508929,-0.1304877,1849,12,17,Monday,"December 17, 1849",27,,London,National Gallery,w,"Rembrandt, Gaddi, Guido","""Thence to the National Gallery""",,
51.5074689,-0.1403699,1849,12,17,Monday,"December 17, 1849",27,,London,"Vernon Gallery, Pall Mall",w,,"""Looked in at the Vernon Gallery""",,
51.5112073,-0.1214142,1849,12,17,Monday,"December 17, 1849",27,,London,Strand,w,,"""Thence walked to the Strand""",,
51.5120587,-0.1226411,1849,12,17,Monday,"December 17, 1849",27,,London,Wellington St,w,,"""stopped at a book auction in Wellington Street""",,
51.5100838,-0.1250962,1849,12,17,Monday,"December 17, 1849",27,,London,"Adelphi Theatre, Strand",w,,"""to Adelphi and dined'",,
51.5148528,-0.1002922,1849,12,17,Monday,"December 17, 1849",27,,London,13 Paternoster Row,w,,"""Thence to Davidson's--not in""",,
51.5156195,-0.101826,1849,12,17,Monday,"December 17, 1849",27,,London,Newgate St,w,,"""Thence down Newgate St""",,
51.5164041,-0.1070465,1849,12,17,Monday,"December 17, 1849",27,,London,Farrington St,w,,"""Then thro' Farrington St",,
51.5112073,-0.1214142,1849,12,17,Monday,"December 17, 1849",27,,London,Strand,w,,"""To the Strand (a little this side of the Bar""",,
51.5071586,-0.1262964,1849,12,17,Monday,"December 17, 1849",27,,London,25 Craven St,w,,"""Thence home""",,
,,1849,12,17,Monday,"December 17, 1849",27,,London,Post Office,w,,"""& out again . . . To the Post office""",,
,,1849,12,17,Monday,"December 17, 1849",27,,London,Pub,w,,"""and a pair of pants to be altered to the tailor""",,
,,1849,12,17,Monday,"December 17, 1849",27,,London,Tailor,w,,"""Drank a pint of ale""",,
51.5088343,-0.1342379,1849,12,17,Monday,"December 17, 1849",27,,London,Haymarket,w,,"""& by the Haymarket""",,
51.5071586,-0.1262964,1849,12,17,Monday,"December 17, 1849",27,,London,25 Craven St,w,,"""so home & wrote Journal""",,
51.5071586,-0.1262964,1849,12,18,Tuesday,"December 18, 1849",28,,London,25 Craven St,w,,"""Miserable rainy day""",,
,,1849,12,18,Tuesday,"December 18, 1849",28,,London,Coffee shop,w,,"""sugar omelette, at the old place""",,
51.5194133,-0.1291453,1849,12,18,Tuesday,"December 18, 1849",28,,London,British Museum,w,,"""thence went to British Museum--closed""",,
,,1849,12,18,Tuesday,"December 18, 1849",28,,London,Great Queen St,w,,"""Thence among the old book storeds about Great Queen Street""",,
51.5164302,-0.1166718,1849,12,18,Tuesday,"December 18, 1849",28,,London,Lincoln's Inn ,w,,"""& Lincoln's Inn""",,
51.516392,-0.1143944,1849,12,18,Tuesday,"December 18, 1849",28,,London,Chancery Lane,w,,"""into Chancery Lane, into a horrible hole""",,
51.5148528,-0.1002922,1849,12,18,Tuesday,"December 18, 1849",28,,London,13 Paternoster Row,w,,"""saw Davidson""",,
51.5071586,-0.1262964,1849,12,18,Tuesday,"December 18, 1849",28,,London,25 Craven St,w,,"""home at 2 P.M.""",,
,,1849,12,18,Tuesday,"December 18, 1849",28,,London,Post Office,w,,"""putting my reply [to Rogers} in the office""",,
,,1849,12,18,Tuesday,"December 18, 1849",28,,London,Corner of Craven St. and Strand,w,,"""stopped at a silversmith's (corner of Craven St & strand""",,
51.5071586,-0.1262964,1849,12,18,Tuesday,"December 18, 1849",28,,London,25 Craven St,w,,"""looking over 'White Jackiet'""",,
51.5117856,-0.1427013,1849,12,18,Tuesday,"December 18, 1849",8,,London,8 New Burlington St,w,,"""dined with Mr Bentley""",,
51.5071586,-0.1262964,1849,12,18,Tuesday,"December 18, 1849",28,,London,25 Craven St,w,,,,
51.5071586,-0.1262964,1849,12,19,Wednesday,"December 19, 1849",29,,London,25 Craven St,w,,,,
,,1849,12,19,Wednesday,"December 19, 1849",29,,London,Breakfast,w,,,,
51.5105598,-0.1235081,1849,12,19,Wednesday,"December 19, 1849",29,,London,331 Strand,w,,"""After breakfast this morning called in at Stibbs' the bookseller""",,
51.5194133,-0.1291453,1849,12,19,Wednesday,"December 19, 1849",29,,London,British Museum,w,,"""Thence went to British Museum""",,
51.524801,-0.1329592,1849,12,19,Wednesday,"December 19, 1849",29,,London,37 Gordon Square,w,,"""to Gordon Square and left letter & card for Mr Atkinson",,
,,1849,12,19,Wednesday,"December 19, 1849",29,,London,New Road,w,,"""Thence thro' the New Road""",,
,,1849,12,19,Wednesday,"December 19, 1849",29,,London,Tottenham Court,w,,"""to Tottenham Court""",,
51.5149585,-0.1467503,1849,12,19,Wednesday,"December 19, 1849",29,,London,Oxford St,w,,"""into Oxford Street""",,
51.5064253,-0.1414067,1849,12,19,Wednesday,"December 19, 1849",29,,London,St. James's St,w,,"""and so to St. James's""",,
51.5073476,-0.1433729,1849,12,19,Wednesday,"December 19, 1849",29,,London,"Moore & Illingsworth, 1 Arlington St.",w,,"""stopped in Arlington Street to see Mr Moore the apothecary. Was out of town""",,
51.506122,-0.139319,1849,12,19,Wednesday,"December 19, 1849",29,,London,1 St. James's Place,w,,"""Thence to No 1 St. James's place . . . About 20 minutes""",,
51.5071586,-0.1262964,1849,12,19,Wednesday,"December 19, 1849",29,,London,25 Craven St,w,,"""Thence home""",,
51.5115671,-0.1150583,1849,12,19,Wednesday,"December 19, 1849",29,,London,4 Temple Place?,w,,"""At 6 I dine with Mr Cook . . . Paradise of Bachelors""",,
51.5071586,-0.1262964,1849,2,20,Thursday,"December 20, 1849",30,,London,25 Craven St,w,,"""Home & to bed at 12""",,
51.5071586,-0.1262964,1849,12,20,Thursday,"December 20, 1849",30,,London,25 Craven St,w,,"""This morning""",,
51.5057579,-0.1427858,1849,12,20,Thursday,"December 20, 1849",30,,London, 22 St. James's Place,w,,"""Breakfasted with Mr Rogers at 10""",,
51.5117856,-0.1427013,1849,12,20,Thursday,"December 20, 1849",30,,London,8 New Burlington St,w,,"""Thence to Bentley's""",,
51.5080667,",-0.1379834",1849,12,20,Thursday,"December 20, 1849",30,,London,St. James's Square,w,,"""With Mr Cooke  then went to the Erechtheum Club House""",At corner of York Street,
51.5066275,-0.1361428,1849,12,20,Thursday,"December 20, 1849",30,,London,Pall Mall,w,,"""thence looked in at the Reform Club House",,
51.5045641,-0.1284177,1849,12,20,Thursday,"December 20, 1849",30,,London,Whitehall,w,,"""Thence down Whitehall""",,
51.5052933,-0.125225,1849,12,20,Thursday,"December 20, 1849",30,,London,Whitehall? Or Privy Gardens,w,,"""thro' the Privy Gardens""",Between Whitehall and the Thames,
51.49968,-0.124808,1849,12,20,Thursday,"December 20, 1849",30,,London,Houses of Parliament,w,,"""to the New Houses of Parliament:",,
,,1849,12,20,Thursday,"December 20, 1849",30,,London,House of Lords,l,"""to see the frescoes""","""got into House of Lords""",,
51.4995,-0.104721,1849,12,20,Thursday,"December 20, 1849",30,,London,Blackfriars Road,w,,"""crossed the river to the Surrey Theater [to meet] ""Crowquill"". Too late""",South end of Blackfriars Road beyond Blackfriars Bridge,
51.5097041,-0.106591,1849,12,20,Thursday,"December 20, 1849",30,,London,Blackfriars Bridge,w,,"""thence to Blackfriar's Bridge""",,
,,1849,12,20,Thursday,"December 20, 1849",30,,London,Steamer ride,,,"""took steamer""",,
51.5071586,-0.1262964,1849,12,20,Thursday,"December 20, 1849",30,,London,25 Craven St,w,,"""for home""",,
51.5071731,-0.1375344,1849,12,20,Thursday,"December 20, 1849",30,,London,St. James's Square,w,,"""dined at the Erectheum Club""",,
,,1849,12,20,Thursday,"December 20, 1849",30,,London,,w,,"""The 'Mull' after dinner, looked at some billiard playing""",,
51.5071586,-0.1262964,1849,12,20,Thursday,"December 20, 1849",30,,London,25 Craven St,w,,"& left""",,
51.5071586,-0.1262964,1849,12,21,Friday,"December 21, 1849",31,,London,25 Craven St,w,,,,
,,1849,12,21,Friday,"December 21, 1849",31,,London,Coffee shop,w,,"""After breakfast this morning""",,
51.5121722,-0.1106826,1849,12,21,Friday,"December 21, 1849",31,,London,"9 King's Bench Walk, Inner Temple",w,,"""called on Mr Cleaves at his rooms in the Temple""",,
,,1849,12,21,Friday,"December 21, 1849",31,,London,,l,,"""& we visited the Library--Hall of the Benchers--Kitchen--rooms"" etc.",,
51.5164302,-0.1166718,1849,12,21,Friday,"December 21, 1849",31,,London,,w,,"""Thence to Liincoln's Inn""",,
,,1849,12,21,Friday,"December 21, 1849",31,,London,,l,,"""visted the New Hall, Kitchen, Library""",,
51.516207,0.1123547,1849,12,21,Friday,"December 21, 1849",31,,London,Rolls Passage?,w,,"""Thence to the Court of the Master of the Rolls--Rolls' Court""",,
51.5083384,-0.0571217,1849,12,21,Friday,"December 21, 1849",31,,London,London Docks,w,,"""Thence, left Mr Cleaves & went to London Dock",,
51.5148528,-0.1002922,1849,12,21,Friday,"December 21, 1849",31,,London,13 Paternoster Row,w,,"""Thence walked to Davidson's, Paternoster Row",,
,,1849,12,21,Friday,"December 21, 1849",31,,London,,w,,"on the way home ""bought a large carpet bag for my traps""",,
51.5071586,-0.1262964,1849,12,21,Friday,"December 21, 1849",31,,London,25 Craven St,w,,home to write and dress again at 6,,
51.5099915,-0.1435292,1849,12,21,Friday,"December 21, 1849",31,,London,,w,,"""Dined last night with Mr Davidson at the Blue Posts""",,
51.5071586,-0.1262964,1849,12,21,Friday,"December 21, 1849",31,,London,25 Craven St,w,,"""then home""",,
51.5071586,-0.1262964,1849,12,22,Saturday,"December 22, 1849",32,,London,25 Craven St,w,,,,
,,1849,12,22,Saturday,"December 22, 1849",32,,London,Coffee shop,w,,"""breakfasted at the old place""",,
51.5071586,-0.1262964,1849,12,22,Saturday,"December 22, 1849",32,,London,25 Craven St,w,,"""returned to my room & packed up""",,
,,1849,12,22,Saturday,"December 22, 1849",32,,London,Taxicab ride,,,,,
51.5083384,-0.0571217,1849,12,22,Saturday,"December 22, 1849",32,,London,London Docks,w,,"""Cabbed it to London Docks""",,
51.5148528,-0.1002922,1849,12,22,Saturday,"December 22, 1849",32,,London,13 Paternoster Row,w,,"""Thence to Davidson's to see about my money""",,
,,1849,12,22,Saturday,"December 22, 1849",32,,London,Book shop,w,,"""ran out & at last got hold of 'The Opium Eater'""",,
51.5148528,-0.1002922,1849,12,22,Saturday,"December 22, 1849",32,,London,13 Paternoster Row,w,,"""began it at the office""",,
,,1849,12,22,Saturday,"December 22, 1849",32,,London,Bank,w,,"""Davidson's checque I cashed""",,
51.514005,-0.0858041,1849,12,22,Saturday,"December 22, 1849",32,,London,8 Bishopsgate,w,,"""went with the funds to Baring Brother  &c in Bishopsgate St""",,
51.5071586,-0.1262964,1849,12,22,Saturday,"December 22, 1849",32,,London,25 Craven St,w,,"""Thence walked home""",,
51.5076817,-0.1379024,1849,12,22,Saturday,"December 22, 1849",32,,London,St. James's Square,w,,"""Dined at the Erectheum Club""",,
51.5071586,-0.1262964,1849,12,22,Saturday,"December 22, 1849",32,,London,25 Craven St,w,,"""parted at about midnight""",,
51.5071586,-0.1262964,1849,12,23,Sunday,December 23. 1849,33,,London,25 Craven St,w,,,,
51.5057302,0.1418714,1849,12,23,Sunday,December 23. 1849,33,,London,St.  James's Place,w,,"""breakfasted with Mr Rogers again""",,
51.5024597,-0.1369996,1849,12,23,Sunday,December 23. 1849,33,,London,St. James's Park,w,,"""walked thro' St. James's Park""",,
51.5071586,-0.1262964,1849,12,23,Sunday,December 23. 1849,33,,London,25 Craven St,w,,"""came home & made a fire""",,
51.511004,-0.1221005,1849,12,23,Sunday,December 23. 1849,33,,London,Strand,w,,"met Capt. Fletcher ""Walked down to the Strand with him """,,
,,1849,12,23,Sunday,December 23. 1849,33,,London,,w,,"""Left him at the London Coffee House""",,
51.5075471,-0.130204,1849,12,23,Sunday,December 23. 1849,33,,London,4 Trafalgar Sqare,w,,"""Dined at Morley's at six P.M."" with Parker and Somerby",,
51.5071586,-0.1262964,1849,12,23,Sunday,December 23. 1849,33,,London,25 Craven St,w,,"""Home by 11 o'clock and to bed""",,
51.5071586,-0.1262964,1849,12,24,Monday,"December 24, 1849",34,,London,25 Craven St,w,,,,
,,1849,12,24,Monday,"December 24, 1849",34,,London,Coffee Shop,w,,"""breakfasted for the last time at 'the old place'""",,
51.5117822,-0.1427128,1849,12,24,Monday,"December 24, 1849",34,,London,8 New Burlington St,w,,"""Thence to Mr Bentley's""",,
51.5066275,-0.1361428,1849,12,24,Monday,"December 24, 1849",34,,London,Pall Mall,w,,"""thence went to the 'Reform Club'""",,
,,1849,12,24,Monday,"December 24, 1849",34,,London,,w,,"""bought some books""",,
,,1849,12,24,Monday,"December 24, 1849",34,,London,,w,,"""a bread trencher & knife for Mrs Sahw""",,
,,1849,12,24,Monday,"December 24, 1849",34,,London,,w,,"""Thence to dinner at 'the old place'""",,
,,1849,12,24,Monday,"December 24, 1849",34,,London,,w,,"""bought some things at the Bazaar on the Strand""",,
,,1849,12,24,Monday,"December 24, 1849",34,,London,25 Craven St,w,,"""Bid good-bye to my room in Craven Street""",,
,,1849,12,24,Monday,"December 24, 1849",34,,London,Taxicab ride,,,"""in a cab""",,
51.503814,-0.1163007,1849,12,24,Monday,"December 24, 1849",34,,London,Waterloo Station,w,,"""to Waterloo Station""",,
,,1849,12,24,Monday,"December 24, 1849",34,,,Train ride,,,"""five hours ride""",,
,,1849,12,24,Monday,"December 24, 1849",34,,,Portsmouth,,,"""here I am waiting the ship in Portsmouth""",,
